class,coverage,stride,accuracy,n_samples
Drumming,100,4,0.9489685124864278,921
Fencing,100,4,0.9043478260869565,230
FieldHockeyPenalty,100,4,0.9313304721030042,233
FloorGymnastics,100,4,0.6548387096774193,310
FrisbeeCatch,100,4,0.7028571428571428,175
FrontCrawl,100,4,0.974937343358396,399
GolfSwing,100,4,0.9766839378238342,386
Haircut,100,4,0.7696335078534031,382
HammerThrow,100,4,0.8449438202247191,445
Hammering,100,4,0.9633333333333334,300
HandstandPushups,100,4,0.7892561983471075,242
HandstandWalking,100,4,0.828125,320
HeadMassage,100,4,0.9036402569593148,467
HighJump,100,4,0.6465116279069767,215
HorseRace,100,4,0.8191304347826087,575
HorseRiding,100,4,0.8954954954954955,555
HulaHoop,100,4,0.9175257731958762,194
IceDancing,100,4,0.6546961325966851,724
JavelinThrow,100,4,0.6961325966850829,181
JugglingBalls,100,4,0.9140767824497258,547
JumpRope,100,4,0.897071129707113,1195
JumpingJack,100,4,0.6390977443609023,133
Kayaking,100,4,0.7244094488188977,508
Knitting,100,4,0.9215686274509803,459
LongJump,100,4,0.5104166666666666,288
Lunges,100,4,0.5445920303605313,527
MilitaryParade,100,4,0.9354838709677419,248
Mixing,100,4,0.9732824427480916,262
MoppingFloor,100,4,0.675,400
Nunchucks,100,4,0.7945945945945946,555
ParallelBars,100,4,0.7769516728624535,269
PizzaTossing,100,4,0.6351351351351351,222
PlayingCello,100,4,0.9925925925925926,675
PlayingDaf,100,4,0.9220297029702971,808
PlayingDhol,100,4,0.995475113122172,884
PlayingFlute,100,4,0.9722955145118733,758
PlayingGuitar,100,4,0.9798994974874372,796
PlayingPiano,100,4,0.9857142857142858,420
PlayingSitar,100,4,1.0,1056
PlayingTabla,100,4,0.9853747714808044,547
PlayingViolin,100,4,0.9620253164556962,316
PoleVault,100,4,0.647196261682243,428
PommelHorse,100,4,0.9375,784
PullUps,100,4,0.8080357142857143,224
Punch,100,4,0.9419431279620853,844
PushUps,100,4,0.9512195121951219,123
Rafting,100,4,0.4650537634408602,372
RockClimbingIndoor,100,4,0.9235976789168279,1034
RopeClimbing,100,4,0.7863247863247863,351
Rowing,100,4,0.7261904761904762,840
SalsaSpin,100,4,0.7579737335834896,533
ShavingBeard,100,4,0.8773291925465838,644
Shotput,100,4,0.8617021276595744,188
SkateBoarding,100,4,0.864963503649635,274
Skiing,100,4,0.8693181818181818,528
Skijet,100,4,0.7949308755760369,434
SkyDiving,100,4,0.8543956043956044,364
SoccerJuggling,100,4,0.8387096774193549,806
SoccerPenalty,100,4,0.9947089947089947,189
StillRings,100,4,0.8296089385474861,358
SumoWrestling,100,4,0.9753086419753086,405
Surfing,100,4,0.6973094170403588,446
Swing,100,4,0.8625,400
TableTennisShot,100,4,0.8419753086419753,405
TaiChi,100,4,0.9079365079365079,315
TennisSwing,100,4,0.8727272727272727,440
ThrowDiscus,100,4,0.675531914893617,188
TrampolineJumping,100,4,0.8803611738148984,443
Typing,100,4,0.9510204081632653,490
UnevenBars,100,4,0.7453183520599251,267
VolleyballSpiking,100,4,0.8113207547169812,212
WalkingWithDog,100,4,0.7922912205567452,467
WallPushups,100,4,0.9102564102564102,234
WritingOnBoard,100,4,0.9929078014184397,423
YoYo,100,4,0.9343434343434344,396
ApplyEyeMakeup,10,8,0.8450363196125908,413
ApplyLipstick,10,8,0.9912280701754386,342
Archery,10,8,0.4975124378109453,402
BabyCrawling,10,8,0.6497326203208557,374
BalanceBeam,10,8,0.36018957345971564,211
BandMarching,10,8,0.4608695652173913,575
BaseballPitch,10,8,0.5281385281385281,231
Basketball,10,8,0.1791530944625407,307
BasketballDunk,10,8,0.6363636363636364,143
BenchPress,10,8,0.26644736842105265,304
Biking,10,8,0.48256880733944957,545
Billiards,10,8,0.9214929214929215,777
BlowDryHair,10,8,0.588126159554731,539
BlowingCandles,10,8,0.8603351955307262,179
BodyWeightSquats,10,8,0.0,241
Bowling,10,8,0.9551282051282052,312
BoxingPunchingBag,10,8,0.1358695652173913,552
BoxingSpeedBag,10,8,0.08421052631578947,570
BreastStroke,10,8,0.39747634069400634,317
BrushingTeeth,10,8,0.7200674536256324,593
CleanAndJerk,10,8,0.1766304347826087,368
CliffDiving,10,8,0.07602339181286549,171
CricketBowling,10,8,0.8823529411764706,204
CricketShot,10,8,0.7245762711864406,236
CuttingInKitchen,10,8,0.9814241486068112,323
Diving,10,8,0.5066079295154186,454
Drumming,10,8,0.7133550488599348,921
Fencing,10,8,0.10434782608695652,230
FieldHockeyPenalty,10,8,0.9098712446351931,233
FloorGymnastics,10,8,0.5548387096774193,310
FrisbeeCatch,10,8,0.15428571428571428,175
FrontCrawl,10,8,0.7268170426065163,399
GolfSwing,10,8,0.9248704663212435,386
Haircut,10,8,0.5759162303664922,382
HammerThrow,10,8,0.3595505617977528,445
Hammering,10,8,0.8466666666666667,300
HandstandPushups,10,8,0.5165289256198347,242
HandstandWalking,10,8,0.49375,320
HeadMassage,10,8,0.6852248394004282,467
HighJump,10,8,0.13023255813953488,215
HorseRace,10,8,0.47130434782608693,575
HorseRiding,10,8,0.5261261261261261,555
HulaHoop,10,8,0.13917525773195877,194
IceDancing,10,8,0.18370165745856354,724
JavelinThrow,10,8,0.06629834254143646,181
JugglingBalls,10,8,0.043875685557586835,547
JumpRope,10,8,0.06861924686192468,1195
JumpingJack,10,8,0.0,133
Kayaking,10,8,0.20669291338582677,508
Knitting,10,8,0.7407407407407407,459
LongJump,10,8,0.3958333333333333,288
Lunges,10,8,0.09297912713472485,527
MilitaryParade,10,8,0.8467741935483871,248
Mixing,10,8,0.8893129770992366,262
MoppingFloor,10,8,0.2175,400
Nunchucks,10,8,0.1891891891891892,555
ParallelBars,10,8,0.6245353159851301,269
PizzaTossing,10,8,0.0045045045045045045,222
PlayingCello,10,8,0.8562962962962963,675
PlayingDaf,10,8,0.7277227722772277,808
PlayingDhol,10,8,0.8789592760180995,884
PlayingFlute,10,8,0.9300791556728232,758
PlayingGuitar,10,8,0.9447236180904522,796
PlayingPiano,10,8,0.9642857142857143,420
PlayingSitar,10,8,0.9715909090909091,1056
PlayingTabla,10,8,0.9835466179159049,547
PlayingViolin,10,8,0.819620253164557,316
PoleVault,10,8,0.2546728971962617,428
PommelHorse,10,8,0.28316326530612246,784
PullUps,10,8,0.07142857142857142,224
Punch,10,8,0.7867298578199052,844
PushUps,10,8,0.4634146341463415,123
Rafting,10,8,0.11559139784946236,372
RockClimbingIndoor,10,8,0.8017408123791102,1034
RopeClimbing,10,8,0.10826210826210826,351
Rowing,10,8,0.30714285714285716,840
SalsaSpin,10,8,0.17448405253283303,533
ShavingBeard,10,8,0.8105590062111802,644
Shotput,10,8,0.6382978723404256,188
SkateBoarding,10,8,0.09854014598540146,274
Skiing,10,8,0.30492424242424243,528
Skijet,10,8,0.7764976958525346,434
SkyDiving,10,8,0.5714285714285714,364
SoccerJuggling,10,8,0.02977667493796526,806
SoccerPenalty,10,8,0.9735449735449735,189
StillRings,10,8,0.6703910614525139,358
SumoWrestling,10,8,0.8395061728395061,405
Surfing,10,8,0.3834080717488789,446
Swing,10,8,0.0425,400
TableTennisShot,10,8,0.4,405
TaiChi,10,8,0.6285714285714286,315
TennisSwing,10,8,0.23636363636363636,440
ThrowDiscus,10,8,0.0425531914893617,188
TrampolineJumping,10,8,0.15575620767494355,443
Typing,10,8,0.9877551020408163,490
UnevenBars,10,8,0.30337078651685395,267
VolleyballSpiking,10,8,0.09433962264150944,212
WalkingWithDog,10,8,0.3169164882226981,467
WallPushups,10,8,0.9401709401709402,234
WritingOnBoard,10,8,1.0,423
YoYo,10,8,0.03787878787878788,396
ApplyEyeMakeup,25,8,0.910411622276029,413
ApplyLipstick,25,8,0.9883040935672515,342
Archery,25,8,0.8407960199004975,402
BabyCrawling,25,8,0.8716577540106952,374
BalanceBeam,25,8,0.6066350710900474,211
BandMarching,25,8,0.6521739130434783,575
BaseballPitch,25,8,0.70995670995671,231
Basketball,25,8,0.4723127035830619,307
BasketballDunk,25,8,0.9230769230769231,143
BenchPress,25,8,0.7039473684210527,304
Biking,25,8,0.7944954128440367,545
Billiards,25,8,0.9601029601029601,777
BlowDryHair,25,8,0.8256029684601113,539
BlowingCandles,25,8,0.9441340782122905,179
BodyWeightSquats,25,8,0.0995850622406639,241
Bowling,25,8,0.9743589743589743,312
BoxingPunchingBag,25,8,0.5108695652173914,552
BoxingSpeedBag,25,8,0.28771929824561404,570
BreastStroke,25,8,0.7570977917981072,317
BrushingTeeth,25,8,0.8499156829679595,593
CleanAndJerk,25,8,0.6222826086956522,368
CliffDiving,25,8,0.43859649122807015,171
CricketBowling,25,8,0.9264705882352942,204
CricketShot,25,8,0.8220338983050848,236
CuttingInKitchen,25,8,0.9876160990712074,323
Diving,25,8,0.8920704845814978,454
Drumming,25,8,0.7806731813246471,921
Fencing,25,8,0.5608695652173913,230
FieldHockeyPenalty,25,8,0.9570815450643777,233
FloorGymnastics,25,8,0.6935483870967742,310
FrisbeeCatch,25,8,0.44,175
FrontCrawl,25,8,0.9523809523809523,399
GolfSwing,25,8,0.9430051813471503,386
Haircut,25,8,0.7591623036649214,382
HammerThrow,25,8,0.6292134831460674,445
Hammering,25,8,0.94,300
HandstandPushups,25,8,0.7975206611570248,242
HandstandWalking,25,8,0.734375,320
HeadMassage,25,8,0.8907922912205567,467
HighJump,25,8,0.2930232558139535,215
HorseRace,25,8,0.6730434782608695,575
HorseRiding,25,8,0.8468468468468469,555
HulaHoop,25,8,0.32989690721649484,194
IceDancing,25,8,0.6201657458563536,724
JavelinThrow,25,8,0.23204419889502761,181
JugglingBalls,25,8,0.3491773308957952,547
JumpRope,25,8,0.42594142259414225,1195
JumpingJack,25,8,0.09774436090225563,133
Kayaking,25,8,0.5295275590551181,508
Knitting,25,8,0.934640522875817,459
LongJump,25,8,0.59375,288
Lunges,25,8,0.3225806451612903,527
MilitaryParade,25,8,0.9233870967741935,248
Mixing,25,8,0.9389312977099237,262
MoppingFloor,25,8,0.51,400
Nunchucks,25,8,0.5207207207207207,555
ParallelBars,25,8,0.7732342007434945,269
PizzaTossing,25,8,0.09009009009009009,222
PlayingCello,25,8,0.9688888888888889,675
PlayingDaf,25,8,0.9220297029702971,808
PlayingDhol,25,8,0.9683257918552036,884
PlayingFlute,25,8,0.9709762532981531,758
PlayingGuitar,25,8,0.9886934673366834,796
PlayingPiano,25,8,0.9833333333333333,420
PlayingSitar,25,8,0.9971590909090909,1056
PlayingTabla,25,8,0.9872029250457038,547
PlayingViolin,25,8,0.9113924050632911,316
PoleVault,25,8,0.441588785046729,428
PommelHorse,25,8,0.39158163265306123,784
PullUps,25,8,0.5357142857142857,224
Punch,25,8,0.9111374407582938,844
PushUps,25,8,0.6991869918699187,123
Rafting,25,8,0.40591397849462363,372
RockClimbingIndoor,25,8,0.8955512572533849,1034
RopeClimbing,25,8,0.36752136752136755,351
Rowing,25,8,0.5595238095238095,840
SalsaSpin,25,8,0.575984990619137,533
ShavingBeard,25,8,0.8726708074534162,644
Shotput,25,8,0.8138297872340425,188
SkateBoarding,25,8,0.5547445255474452,274
Skiing,25,8,0.6439393939393939,528
Skijet,25,8,0.9009216589861752,434
SkyDiving,25,8,0.8104395604395604,364
SoccerJuggling,25,8,0.3225806451612903,806
SoccerPenalty,25,8,0.9841269841269841,189
StillRings,25,8,0.835195530726257,358
SumoWrestling,25,8,0.9506172839506173,405
Surfing,25,8,0.6838565022421524,446
Swing,25,8,0.415,400
TableTennisShot,25,8,0.6222222222222222,405
TaiChi,25,8,0.7841269841269841,315
TennisSwing,25,8,0.4159090909090909,440
ThrowDiscus,25,8,0.20212765957446807,188
TrampolineJumping,25,8,0.42437923250564336,443
Typing,25,8,0.9897959183673469,490
UnevenBars,25,8,0.45692883895131087,267
VolleyballSpiking,25,8,0.5471698113207547,212
WalkingWithDog,25,8,0.5738758029978587,467
WallPushups,25,8,0.9529914529914529,234
WritingOnBoard,25,8,1.0,423
YoYo,25,8,0.37373737373737376,396
ApplyEyeMakeup,50,8,0.9128329297820823,413
ApplyLipstick,50,8,0.9298245614035088,342
Archery,50,8,0.9303482587064676,402
BabyCrawling,50,8,0.9411764705882353,374
BalanceBeam,50,8,0.8483412322274881,211
BandMarching,50,8,0.7217391304347827,575
BaseballPitch,50,8,0.8181818181818182,231
Basketball,50,8,0.8566775244299675,307
BasketballDunk,50,8,0.9230769230769231,143
BenchPress,50,8,0.9572368421052632,304
Biking,50,8,0.926605504587156,545
Billiards,50,8,0.9806949806949807,777
BlowDryHair,50,8,0.8905380333951762,539
BlowingCandles,50,8,0.9776536312849162,179
BodyWeightSquats,50,8,0.45228215767634855,241
Bowling,50,8,0.9807692307692307,312
BoxingPunchingBag,50,8,0.8514492753623188,552
BoxingSpeedBag,50,8,0.7157894736842105,570
BreastStroke,50,8,0.8801261829652997,317
BrushingTeeth,50,8,0.8903878583473862,593
CleanAndJerk,50,8,0.8641304347826086,368
CliffDiving,50,8,0.7076023391812866,171
CricketBowling,50,8,0.9754901960784313,204
CricketShot,50,8,0.7457627118644068,236
CuttingInKitchen,50,8,0.978328173374613,323
Diving,50,8,0.9515418502202643,454
Drumming,50,8,0.9728555917480999,921
Fencing,50,8,0.8434782608695652,230
FieldHockeyPenalty,50,8,0.9742489270386266,233
FloorGymnastics,50,8,0.7612903225806451,310
FrisbeeCatch,50,8,0.6057142857142858,175
FrontCrawl,50,8,0.9573934837092731,399
GolfSwing,50,8,0.9922279792746114,386
Haircut,50,8,0.8010471204188482,382
HammerThrow,50,8,0.7775280898876404,445
Hammering,50,8,0.94,300
HandstandPushups,50,8,0.871900826446281,242
HandstandWalking,50,8,0.79375,320
HeadMassage,50,8,0.9421841541755889,467
HighJump,50,8,0.4930232558139535,215
HorseRace,50,8,0.688695652173913,575
HorseRiding,50,8,0.8864864864864865,555
HulaHoop,50,8,0.6597938144329897,194
IceDancing,50,8,0.8314917127071824,724
JavelinThrow,50,8,0.5027624309392266,181
JugglingBalls,50,8,0.6654478976234004,547
JumpRope,50,8,0.8343096234309624,1195
JumpingJack,50,8,0.6165413533834586,133
Kayaking,50,8,0.7283464566929134,508
Knitting,50,8,0.971677559912854,459
LongJump,50,8,0.5729166666666666,288
Lunges,50,8,0.5654648956356736,527
MilitaryParade,50,8,0.9314516129032258,248
Mixing,50,8,0.9389312977099237,262
MoppingFloor,50,8,0.695,400
Nunchucks,50,8,0.7963963963963964,555
ParallelBars,50,8,0.7992565055762082,269
PizzaTossing,50,8,0.5225225225225225,222
PlayingCello,50,8,0.9822222222222222,675
PlayingDaf,50,8,0.9665841584158416,808
PlayingDhol,50,8,0.9852941176470589,884
PlayingFlute,50,8,0.9802110817941952,758
PlayingGuitar,50,8,0.9949748743718593,796
PlayingPiano,50,8,0.9928571428571429,420
PlayingSitar,50,8,0.9981060606060606,1056
PlayingTabla,50,8,0.9963436928702011,547
PlayingViolin,50,8,0.939873417721519,316
PoleVault,50,8,0.514018691588785,428
PommelHorse,50,8,0.8852040816326531,784
PullUps,50,8,0.8303571428571429,224
Punch,50,8,0.9691943127962085,844
PushUps,50,8,0.8861788617886179,123
Rafting,50,8,0.553763440860215,372
RockClimbingIndoor,50,8,0.9381044487427466,1034
RopeClimbing,50,8,0.6666666666666666,351
Rowing,50,8,0.7047619047619048,840
SalsaSpin,50,8,0.8330206378986866,533
ShavingBeard,50,8,0.8913043478260869,644
Shotput,50,8,0.851063829787234,188
SkateBoarding,50,8,0.8175182481751825,274
Skiing,50,8,0.8200757575757576,528
Skijet,50,8,0.9285714285714286,434
SkyDiving,50,8,0.9065934065934066,364
SoccerJuggling,50,8,0.7245657568238213,806
SoccerPenalty,50,8,0.9947089947089947,189
StillRings,50,8,0.8491620111731844,358
SumoWrestling,50,8,0.9703703703703703,405
Surfing,50,8,0.7242152466367713,446
Swing,50,8,0.75,400
TableTennisShot,50,8,0.8617283950617284,405
TaiChi,50,8,0.8444444444444444,315
TennisSwing,50,8,0.8022727272727272,440
ThrowDiscus,50,8,0.5957446808510638,188
TrampolineJumping,50,8,0.8103837471783296,443
Typing,50,8,0.9897959183673469,490
UnevenBars,50,8,0.6217228464419475,267
VolleyballSpiking,50,8,0.7971698113207547,212
WalkingWithDog,50,8,0.7430406852248393,467
WallPushups,50,8,0.9401709401709402,234
WritingOnBoard,50,8,0.9976359338061466,423
YoYo,50,8,0.7929292929292929,396
ApplyEyeMakeup,75,8,0.8692493946731235,413
ApplyLipstick,75,8,0.9181286549707602,342
Archery,75,8,0.9079601990049752,402
BabyCrawling,75,8,0.9117647058823529,374
BalanceBeam,75,8,0.7819905213270142,211
BandMarching,75,8,0.6452173913043479,575
BaseballPitch,75,8,0.8138528138528138,231
Basketball,75,8,0.8143322475570033,307
BasketballDunk,75,8,0.9370629370629371,143
BenchPress,75,8,0.944078947368421,304
Biking,75,8,0.8568807339449541,545
Billiards,75,8,0.9806949806949807,777
BlowDryHair,75,8,0.8348794063079777,539
BlowingCandles,75,8,0.9608938547486033,179
BodyWeightSquats,75,8,0.2863070539419087,241
Bowling,75,8,0.9775641025641025,312
BoxingPunchingBag,75,8,0.6304347826086957,552
BoxingSpeedBag,75,8,0.5684210526315789,570
BreastStroke,75,8,0.6593059936908517,317
BrushingTeeth,75,8,0.8768971332209107,593
CleanAndJerk,75,8,0.7934782608695652,368
CliffDiving,75,8,0.6081871345029239,171
CricketBowling,75,8,0.9558823529411765,204
CricketShot,75,8,0.6779661016949152,236
CuttingInKitchen,75,8,0.9442724458204335,323
Diving,75,8,0.9493392070484582,454
Drumming,75,8,0.9500542888165038,921
Fencing,75,8,0.7739130434782608,230
FieldHockeyPenalty,75,8,0.9484978540772532,233
FloorGymnastics,75,8,0.7322580645161291,310
FrisbeeCatch,75,8,0.5142857142857142,175
FrontCrawl,75,8,0.9122807017543859,399
GolfSwing,75,8,0.9896373056994818,386
Haircut,75,8,0.8010471204188482,382
HammerThrow,75,8,0.7662921348314606,445
Hammering,75,8,0.94,300
HandstandPushups,75,8,0.731404958677686,242
HandstandWalking,75,8,0.7625,320
HeadMassage,75,8,0.8779443254817987,467
HighJump,75,8,0.5302325581395348,215
HorseRace,75,8,0.6313043478260869,575
HorseRiding,75,8,0.8540540540540541,555
HulaHoop,75,8,0.5876288659793815,194
IceDancing,75,8,0.611878453038674,724
JavelinThrow,75,8,0.40331491712707185,181
JugglingBalls,75,8,0.6124314442413162,547
JumpRope,75,8,0.7497907949790795,1195
JumpingJack,75,8,0.42105263157894735,133
Kayaking,75,8,0.4409448818897638,508
Knitting,75,8,0.9281045751633987,459
LongJump,75,8,0.5381944444444444,288
Lunges,75,8,0.3984819734345351,527
MilitaryParade,75,8,0.9354838709677419,248
Mixing,75,8,0.950381679389313,262
MoppingFloor,75,8,0.635,400
Nunchucks,75,8,0.7135135135135136,555
ParallelBars,75,8,0.7881040892193308,269
PizzaTossing,75,8,0.4774774774774775,222
PlayingCello,75,8,0.9688888888888889,675
PlayingDaf,75,8,0.9071782178217822,808
PlayingDhol,75,8,0.9728506787330317,884
PlayingFlute,75,8,0.978891820580475,758
PlayingGuitar,75,8,0.964824120603015,796
PlayingPiano,75,8,0.9857142857142858,420
PlayingSitar,75,8,0.9971590909090909,1056
PlayingTabla,75,8,0.9963436928702011,547
PlayingViolin,75,8,0.9240506329113924,316
PoleVault,75,8,0.5280373831775701,428
PommelHorse,75,8,0.8035714285714286,784
PullUps,75,8,0.7946428571428571,224
Punch,75,8,0.9289099526066351,844
PushUps,75,8,0.9105691056910569,123
Rafting,75,8,0.3225806451612903,372
RockClimbingIndoor,75,8,0.9264990328820116,1034
RopeClimbing,75,8,0.6267806267806267,351
Rowing,75,8,0.5488095238095239,840
SalsaSpin,75,8,0.6941838649155723,533
ShavingBeard,75,8,0.860248447204969,644
Shotput,75,8,0.8723404255319149,188
SkateBoarding,75,8,0.6459854014598541,274
Skiing,75,8,0.8143939393939394,528
Skijet,75,8,0.880184331797235,434
SkyDiving,75,8,0.8571428571428571,364
SoccerJuggling,75,8,0.6364764267990074,806
SoccerPenalty,75,8,0.9947089947089947,189
StillRings,75,8,0.8016759776536313,358
SumoWrestling,75,8,0.9580246913580247,405
Surfing,75,8,0.6457399103139013,446
Swing,75,8,0.585,400
TableTennisShot,75,8,0.674074074074074,405
TaiChi,75,8,0.8666666666666667,315
TennisSwing,75,8,0.7204545454545455,440
ThrowDiscus,75,8,0.425531914893617,188
TrampolineJumping,75,8,0.5936794582392777,443
Typing,75,8,0.9714285714285714,490
UnevenBars,75,8,0.5767790262172284,267
VolleyballSpiking,75,8,0.7028301886792453,212
WalkingWithDog,75,8,0.6788008565310493,467
WallPushups,75,8,0.9487179487179487,234
WritingOnBoard,75,8,0.9976359338061466,423
YoYo,75,8,0.7348484848484849,396
